"LSOA11","area_supergroup","area_group","gas_centile","elec_centile","drive_centile","median_household_income","mean_household.size","RUC11","acc_town_p15min_PT_walk","Crr_EE","postcodes"
"E01016054","8 Suburban living","8c Comfortable suburbia",77,72,90,"45855.5",2.5,"Urban city and town",100,64.0696721311475,"ME7 3AT, ME7 3AU, ME7 3AZ, ME7 3BD, ME7 3BF, ME7 3NN, ME7 3NW, ME7 3PG, ME7 3PJ, ME7 3PN, ME7 3PP, ME7 3PR, ME7 3PS, ME7 3PT, ME7 3PU, ME7 3PW, ME7 3PY, ME7 3PZ, ME7 3QA, ME7 3QB, ME7 3QF, ME7 3QN, ME7 3QU, ME7 3RH, ME7 3RJ, ME7 3RL, ME7 3RN, ME7 3RP, ME8 0SH"
"E01024968","8 Suburban living","8c Comfortable suburbia",75,74,90,"44894.5",2.6,"Urban city and town",51.4545454545455,67.4494047619048,"PR7 6AB, PR7 6AE, PR7 6DR, PR7 6DX, PR7 6FB, PR7 6FD, PR7 6FF, PR7 6FJ, PR7 6FN, PR7 6FP, PR7 6FR, PR7 6FS, PR7 6FT, PR7 6FU, PR7 6FW, PR7 6FZ, PR7 6HR, PR7 6JH, PR7 6JL, PR7 6JN, PR7 6JP, PR7 6JR, PR7 6JS, PR7 6JW, PR7 6LF, PR7 6LL, PR7 6LN, PR7 6LQ, PR7 6LU, PR7 6NG, PR7 6NH, PR7 6QH, PR7 6QJ, PR7 6QL, PR7 6QN, PR7 6QR, PR7 6QS, PR7 6QU, PR7 6QW, PR7 6TB"
"E01014774","2 Countryside living","2a Ageing rural neighbourhoods",70,81,90,"32228.5",2.3,"Urban city and town",78.2432432432432,64.4859813084112,"BS229FL, BS229JL, BS229LA, BS229LB, BS229LJ, BS229LR, BS229NY, BS229UB, BS229UD, BS229UE, BS229UF, BS229UG, BS229UH, BS229UJ, BS229UL, BS229UN, BS229UP, BS229UQ, BS229UR, BS229US, BS229UT, BS229UU, BS229UW, BS229UX, BS229UY, BS229UZ, BS229WN, BS229WP, BS229WQ, BS229WR, BS229WT, BS229WU, BS229WW, BS229XB, BS229XE, BS229XF, BS229XH, BS229XJ, BS229XL, BS229XP, BS229XQ, BS229XR, BS229XS, BS229XT, BS229XU, BS229XW, BS229XY, BS229YD, BS229YE, BS229YF, BS229YH, BS229YL, BS229YP, BS229YR, BS229YT, BS229YU, BS229YX"
"E01031823","8 Suburban living","8a Affluent communities",97,93,89,"59745",2.7,"Urban city and town",73.4835355285962,68.0960854092527,"BN149DL, BN149FB, BN149FD, BN149FE, BN149FF, BN149FG, BN149FH, BN149FJ, BN149FL, BN149FN, BN149HU, BN149HX, BN149HY, BN149HZ, BN149JD, BN149JE, BN149JF, BN149JG, BN149JN, BN149JQ, BN149JX, BN149LA, BN149NH, BN149NJ, BN149NL, BN149NN, BN149NP, BN149NR, BN149NS, BN149NT, BN149NU, BN149NW, BN149NX, BN149NY, BN149NZ, BN149PL, BN149QB, BN149QE, BN149QF, BN149QG, BN149QH, BN149QJ, BN149QL, BN149QN, BN149QP, BN149QQ, BN149QR, BN149QS, BN149QT, BN149QW, BN149QX, BN149RX"
"E01023453","3 Ethnically diverse professionals","3a Achieving neighbourhoods",97,93,89,"62297.5",2.6,"Urban city and town",100,66.0397111913357,"CM231JG, CM231JH, CM232FQ, CM232GR, CM232GU, CM232GZ, CM232JL, CM232JN, CM232NN, CM232NQ, CM232NR, CM232NW, CM232PF, CM232PG, CM232PH, CM232PJ, CM232PP, CM232PQ, CM232PR, CM232PT, CM232PU, CM232PY, CM232QD, CM232QE, CM232QG, CM232QJ, CM232QL, CM232QQ, CM232RF, CM232RG, CM232RH, CM232RJ, CM232RL, CM232RN, CM232RS, CM232RT, CM232RY, CM232SR, CM232TD, CM232UZ, CM232WN, CM232XE, CM232XF, CM232XH, CM232XL, CM232XN, CM232XQ, CM232XU, CM232XW, CM232YD, CM232YF, CM232YG, CM232YH, CM232YJ, CM234BS, CM234DG, CM234QF, CM234QG"
"E01025380","8 Suburban living","8b Ageing suburbanites",88,72,89,"35066",2.5,"Urban city and town",61.5131578947368,67.5985663082437,"BB4 4EZ, BB4 4HA, BB4 4HZ, BB4 4JD, BB4 4JE, BB4 4JF, BB4 4JH, BB4 4JL, BB4 4JN, BB4 4JP, BB4 4JQ, BB4 4JR, BB4 4JS, BB4 4JT, BB4 4JU, BB4 4JW, BB4 4JX, BB4 4LA, BB4 4LB, BB4 4LH, BB4 4LJ, BB4 4LL, BB4 4NG, BB4 4NN, BB4 4NU, BB4 4NX, BB4 4NZ, BB4 4QS, BB4 6JU, BB4 6LG, BB4 6NF, BB4 6NG, BB4 6NJ"
"E01023834","3 Ethnically diverse professionals","3b Asian traits",85,83,89,"47076.5",2.7,"Urban major conurbation",52.2727272727273,66.4683544303797,"AL2 3UU, WD250GB, WD250JT, WD250PR, WD250SS, WD257HP, WD259BD, WD259BU, WD259BW, WD259BX, WD259BY, WD259JQ, WD259NB, WD259ND, WD259NE, WD259NF, WD259NU, WD259NW, WD259NX, WD259PA, WD259PB, WD259PE, WD259PF, WD259TP, WD259TQ, WD259TR, WD259TS, WD259TT, WD259TU, WD259TW, WD259TX, WD259TY"
"E01030790","3 Ethnically diverse professionals","3a Achieving neighbourhoods",83,78,89,"43234",2.6,"Urban city and town",60.7726597325409,63.9046153846154,"GU151EE, GU151EF, GU151HN, GU151HQ, GU151HW, GU151RD, GU168AE, GU168AF, GU168PS, GU168PT, GU168PU, GU168PX, GU168QA, GU168QB, GU168RG, GU168RJ, GU168RL, GU168RP, GU168RR, GU168RS, GU168RT, GU168RU, GU168RW, GU168RX, GU168SA, GU168SB, GU168SD, GU168SE, GU168SH, GU168SJ, GU168SN, GU168SW"
"E01022853","8 Suburban living","8c Comfortable suburbia",81,81,89,"55130",2.5,"Urban city and town",83.0423940149626,70.60407239819,"GU520PY, GU520XB, GU520XL, GU520XU, GU526LH, GU526LJ, GU526LL, GU526LN, GU526LP, GU526LR, GU526LS, GU526LT, GU526LW, GU526NZ, GU526PA, GU526PB, GU526PD, GU526PE, GU526PF, GU526PH, GU526PJ, GU526PL, GU526PN, GU526PP, GU526PQ, GU526PS, GU526PU, GU526PW, GU526PX, GU526PZ, GU526QD, GU526QE, GU526QL, GU526QN, GU526QP, GU526QR, GU526QS, GU526RP, GU526RR, GU528AA, GU528AF, GU528AN, GU528AX, GU528AY, GU528BS, GU528JX, GU528JY, GU528LA, GU528LB, GU528LD, GU528LE, GU528LF, GU528LJ, GU528LL, GU528NS"
"E01018506","8 Suburban living","8b Ageing suburbanites",81,73,89,"45535",2.7,"Urban city and town",100,64.4421052631579,"CW2 6GW, CW2 6SG, CW2 6SQ, CW2 6SR, CW2 6SU, CW2 6SX, CW2 6TB, CW2 6TD, CW2 6TE, CW2 6TF, CW2 6TG, CW2 6TH, CW2 6TJ, CW2 6TL, CW2 6TN, CW2 6TP, CW2 6TQ, CW2 6TW, CW2 6UD, CW2 6UE, CW2 6UF, CW2 6XD, CW2 6XE, CW2 6XJ, CW2 6XL, CW2 6XN, CW2 6XR"
"E01016207","3 Ethnically diverse professionals","3a Achieving neighbourhoods",79,87,89,"45146.5",2.8,"Urban city and town",100,65.4686346863469,"RG127PB, RG127QW, RG403DR, RG403DT, RG403GA, RG403GE, RG403GZ, RG456AR, RG456AS, RG456HQ, RG456HZ, RG456JF, RG456NB, RG456PF, RG456QB, RG456QW, RG456SR, RG456ST, RG456SU, RG456SX, RG456UB, RG457AA, RG457AD, RG457AG, RG457AU, RG457AZ, RG457BB, RG457BY, RG457BZ, RG457DA, RG457DB, RG457DD, RG457DE, RG457DF, RG457DG, RG457DH, RG457DJ, RG457DL, RG457DN, RG457DP, RG457DQ, RG457DR, RG457DS, RG457DT, RG457DU, RG457DW, RG457DX, RG457DY, RG457EG, RG457EH, RG457EJ, RG457EN, RG457EX, RG457EY, RG457FA, RG457FN, RG457GZ, RG457HA, RG457HB, RG457HD, RG457HE, RG457HG, RG457HH, RG457HJ, RG457HP, RG457JU"
"E01016828","3 Ethnically diverse professionals","3a Achieving neighbourhoods",79,75,89,"56399",2.5,"Urban city and town",59.0846047156727,72.3390663390663,"MK7 7AP, MK7 7BS, MK7 7BX, MK7 7BY, MK7 7DF, MK7 7DH, MK7 7ED, MK7 7HA, MK7 7HB, MK7 7HD, MK7 7HE, MK7 7HF, MK7 7HG, MK7 7HH, MK7 7HJ, MK7 7HN, MK7 7HP, MK7 7HQ, MK7 7HR, MK7 7HS, MK7 7HT, MK7 7HU, MK7 7HW, MK7 7HX, MK7 7HY, MK7 7HZ, MK7 7JA, MK7 7JD, MK7 7JH, MK7 8AD, MK7 8AG, MK7 8AH, MK7 8AJ, MK7 8AN, MK7 8BH, MK7 8FD, MK7 8FE, MK7 8HE, MK7 8HF, MK7 8HG, MK7 8HH, MK7 8HJ, MK7 8HL, MK7 8HN, MK7 8HP, MK7 8HQ, MK7 8HS, MK7 8HZ, MK7 8JH, MK7 8JT, MK7 8JU, MK7 8LB, MK7 8LE, MK7 8LF, MK7 8LH, MK7 8LJ, MK7 8LL, MK7 8LP, MK7 8LQ, MK7 8LU, MK7 8NA, MK7 8NB, MK7 8NE, MK7 8NL, MK7 8TG"
"E01006365","8 Suburban living","8c Comfortable suburbia",79,73,89,"45749",2.7,"Urban major conurbation",100,63.9042316258352,"WN5 7AA, WN5 7AB, WN5 7AH, WN5 7AL, WN5 7AN, WN5 7AR, WN5 7BD, WN5 8EE, WN5 8RF, WN5 8SB, WN5 8SD, WN5 8SF, WN5 8SG, WN5 8SP, WN5 8SQ, WN5 8SR, WN5 8SS, WN5 8SU, WN5 8SW, WN5 8SX, WN5 8SY, WN5 8SZ, WN5 8TA, WN5 8TB, WN5 8TE, WN5 8TG, WN5 8TP, WN5 8TR, WN5 8TS, WN5 8TT, WN5 8TU, WN5 8TW, WN5 8TX, WN5 8TY, WN5 8TZ, WN5 8UL, WN5 8UN, WN5 8UP, WN5 8UR, WN5 8US, WN5 8UT, WN5 8UU"
"E01017641","2 Countryside living","2a Ageing rural neighbourhoods",77,76,89,"45944.5",2.4,"Urban city and town",87.6462938881665,67.215,"HP201AP, HP201AQ, HP201AR, HP201AS, HP201AW, HP201AY, HP201PA, HP201PB, HP201QH, HP201XJ, HP201XL, HP201XN, HP201XP, HP201XQ, HP201XR, HP201XS, HP201XT, HP201XW, HP201XY, HP201YP, HP225AP, HP225AR, HP225AS, HP225AT, HP225AU, HP225AW, HP225AX, HP225AY, HP225AZ, HP225BA, HP225BH, HP225BP, HP225BS, HP225BT, HP225BU, HP225BX, HP225BY, HP225BZ, HP225DA, HP225DB, HP225DD, HP225DE, HP225DF, HP225DG, HP225DH, HP225DJ, HP225DL, HP225DN, HP225DP, HP225DQ, HP225DR, HP225DS, HP225DT, HP225DU, HP225DW, HP225DX, HP225DY, HP225DZ, HP225EA, HP225ED, HP225EF, HP225EL, HP225FJ, HP225GA, HP225HF, HP227AA, HP227AB, HP227AD, HP227AE, HP227AF, HP227AG, HP227AH, HP227AJ, HP227AL, HP227AN, HP227AP, HP227AQ, HP227AR, HP227AS, HP227AT, HP227AU, HP227AW, HP227AX, HP227AY, HP227AZ, HP227BA, HP227BB, HP227BD, HP227BE, HP227BF, HP227BG, HP227BH, HP227BJ, HP227BL, HP227BN, HP227BP, HP227BQ, HP227BR, HP227BT, HP227BU, HP227BW, HP227BY, HP227BZ, HP227DA"
"E01016627","3 Ethnically diverse professionals","3a Achieving neighbourhoods",75,70,89,"59952.5",2.6,"Urban city and town",100,68.2370820668693,"RG405QP, RG411AP, RG411AQ, RG411AR, RG411AS, RG411AT, RG411FZ, RG411HD, RG411HE, RG411HF, RG411HG, RG411HH, RG411HJ, RG411HL, RG411HN, RG411HP, RG411HW, RG411JB, RG411JD, RG411JE, RG411JF, RG411JG, RG411JH, RG411JJ, RG411JL, RG411LB, RG411LD, RG411LE, RG411LG, RG411LH, RG411LJ, RG411LL, RG411LN, RG411PH, RG411PW, RG411QL, RG411QN, RG411QW, RG413AA, RG413AS"
"E01016604","3 Ethnically diverse professionals","3c Highly qualified professionals",99,99,88,"73162",2.4,"Urban city and town",100,69.1339915373766,"SL5 0AJ, SL5 0AU, SL5 0AX, SL5 0BE, SL5 0BF, SL5 0BG, SL5 0BH, SL5 0BJ, SL5 0BL, SL5 0BN, SL5 0BP, SL5 0BQ, SL5 0BW, SL5 0DA, SL5 0DB, SL5 0DD, SL5 0DE, SL5 0EU, SL5 0EX, SL5 0EY, SL5 0EZ, SL5 0FB, SL5 0FD, SL5 0FE, SL5 0FG, SL5 0FH, SL5 0FJ, SL5 0HA, SL5 0QS, SL5 9FF, SL5 9FG, SL5 9GE, SL5 9GF, SL5 9GJ, SL5 9HQ, SL5 9JJ, SL5 9JN, SL5 9JP, SL5 9JU, SL5 9JW, SL5 9JY, SL5 9NA, SL5 9ND, SL5 9PE, SL5 9PH, SL5 9PJ, SL5 9PL, SL5 9PN, SL5 9PP, SL5 9PS, SL5 9PT, SL5 9PW, SL5 9PY, SL5 9PZ, SL5 9QA, SL5 9QB, SL5 9QD, SL5 9QE, SL5 9QF, SL5 9QG, SL5 9QH, SL5 9QJ, SL5 9QL, SL5 9QP, SL5 9QQ, SL5 9QR, SL5 9QS, SL5 9QT, SL5 9QU, SL5 9QY, SL5 9QZ, SL5 9RA, SL5 9RB, SL5 9RD, SL5 9RG, SL5 9RL, SL5 9RP, SL5 9RS, SL5 9RU, SL5 9RX, SL5 9RY, SL5 9RZ, SL5 9SG, SL5 9SJ, SL5 9SQ, SL5 9SS, SL5 9TL, SL5 9TT"
"E01011983","8 Suburban living","8a Affluent communities",98,85,88,"47997",2.6,"Urban city and town",77.2455089820359,65.8066666666667,"TS254EZ, TS260BB, TS260BE, TS260BG, TS260BQ, TS260BZ, TS260DA, TS260DD, TS260DE, TS260DJ, TS260DL, TS260DS, TS260DU, TS260DW, TS260DX, TS260DY, TS260DZ, TS260EA, TS260EB, TS260ED, TS260EF, TS260EG, TS260EH, TS260EJ, TS260EL, TS260EP, TS260EQ, TS260ER, TS260ES, TS260ET, TS260EU, TS260EW, TS260EX, TS260FB, TS260FG, TS260FS, TS260HB, TS260HD, TS260HE, TS260HF, TS260HH, TS260HQ, TS260LP, TS260LT, TS260LU, TS260LX, TS260LY, TS260LZ, TS260NA, TS260RH, TS260RJ, TS260RL, TS260RN"
"E01017799","3 Ethnically diverse professionals","3c Highly qualified professionals",97,90,88,"62231",2.5,"Urban city and town",100,67.9269162210339,"HP9 1AE, HP9 1AG, HP9 1BX, HP9 1BZ, HP9 1EB, HP9 1FW, HP9 1GW, HP9 1GY, HP9 1LF, HP9 1LG, HP9 1LH, HP9 1LJ, HP9 1LL, HP9 1LN, HP9 1LS, HP9 1LT, HP9 1LU, HP9 1LW, HP9 1LX, HP9 1LY, HP9 1LZ, HP9 1NA, HP9 1NB, HP9 1ND, HP9 1RN, HP9 1RP, HP9 1RR, HP9 1RS, HP9 1RU, HP9 1RW, HP9 1RX, HP9 1RY, HP9 1RZ, HP9 1SA, HP9 1SB, HP9 1SD, HP9 1SF, HP9 1SG, HP9 1SH, HP9 1SJ, HP9 1SQ, HP9 1TP, HP9 1UT, HP9 1XA, HP9 2BF, HP9 2DS, HP9 2DT, HP9 2DU, HP9 2DZ, HP9 2EE, HP9 2FW, HP9 2GE, HP9 2HN, HP9 2JA, HP9 2JH, HP9 2JJ, HP9 2JN, HP9 2JP, HP9 2JR, HP9 2JS, HP9 2JT, HP9 2JU, HP9 2JW, HP9 2JY, HP9 2JZ, HP9 2LE, HP9 2LG"
"E01032139","8 Suburban living","8a Affluent communities",91,87,88,"50162",2.5,"Urban city and town",100,69.2575406032483,"DY8 2XD, DY8 2XE, DY8 2XH, DY8 2XJ, DY8 2XL, DY8 2XN, DY8 2XR, DY8 2XS, DY8 2XT, DY8 2XZ, DY9 0AP, DY9 0DR, DY9 0GJ, DY9 0GL, DY9 0HQ, DY9 0NA, DY9 0NB, DY9 0ND, DY9 0NG, DY9 0NH, DY9 0NJ, DY9 0NL, DY9 0NP, DY9 0NQ, DY9 0NR, DY9 0NU, DY9 0NW, DY9 0NX, DY9 0NZ, DY9 0PA, DY9 0PB, DY9 0PD, DY9 0PE, DY9 0PG, DY9 0PH, DY9 0PJ, DY9 0PL, DY9 0PN, DY9 0PP, DY9 0PQ, DY9 0PR, DY9 0PS, DY9 0PT, DY9 0PU, DY9 0PW, DY9 0PX, DY9 0PY, DY9 0PZ, DY9 0QA, DY9 0QD, DY9 0QF, DY9 0QG, DY9 0RA, DY9 0WA, DY9 0WB, DY9 0WD, DY9 0WL, DY9 0WN, DY9 0WQ, DY9 0WR, DY9 0WS, DY9 0WU"
"E01014794","8 Suburban living","8b Ageing suburbanites",90,72,88,"40789",2.2,"Urban city and town",79.5423956931359,66.5464788732394,"BS208EG, BS208EN, BS208EP, BS208EQ, BS208ER, BS208ES, BS208ET, BS208EU, BS208EW, BS208EX, BS208EY, BS208EZ, BS208FE, BS208HA, BS208HB, BS208HD, BS208HE, BS208HF, BS208HG, BS208HN, BS208HR, BS208HS, BS208HT, BS208HW, BS208HY, BS208HZ, BS208JA, BS208JE, BS208JF, BS208JG, BS208JH, BS208JL, BS208JP, BS208JQ, BS208JR, BS208JT, BS208JW, BS208LB, BS208LD, BS208LE, BS208LF, BS208LG, BS208LH, BS208LJ, BS208LL, BS208LQ, BS208LU, BS208NB, BS208ND"
"E01031695","8 Suburban living","8a Affluent communities",88,87,88,"57295",2.6,"Urban city and town",100,64.6860465116279,"RH193NX, RH193NY, RH193NZ, RH193PA, RH193PB, RH193PD, RH193PL, RH193QG, RH193QJ, RH193QQ, RH193RH, RH193RL, RH193RN, RH193RQ, RH193RW, RH193SS, RH193ST, RH193SU, RH193SX, RH193SY, RH193SZ, RH193TA, RH193TB, RH193TD, RH193TJ, RH193TN, RH193TZ, RH193UA, RH193UB, RH193UD, RH193UE, RH193UF, RH193UG, RH193UN, RH193UQ, RH193XP, RH193XU, RH193XW, RH193XZ, RH194HL, RH194NR"
"E01009416","8 Suburban living","8c Comfortable suburbia",88,72,88,"46638.5",2.6,"Urban major conurbation",76.7710049423394,66.278125,"B75 5DJ, B75 5GB, B75 5LQ, B75 5LR, B75 5LS, B75 5LU, B75 5NQ, B75 5NY, B75 5NZ, B75 5PA, B75 5PB, B75 5PD, B75 5PE, B75 5PF, B75 5PH, B75 5PJ, B75 5PN, B75 5PQ, B75 5PR, B75 5PW, B75 5QP, B75 5QR, B75 5QS, B75 5QT, B75 5QU, B75 5QZ, B75 5RB, B75 5RD, B75 5RE, B75 5RF, B75 5RG, B75 5RH, B75 5RJ, B75 5RL, B75 5RN, B75 5RP, B75 5RR, B75 5RT, B75 5RU, B75 5SU, B75 5TB, B75 5TD, B75 5TF, B75 5TG, B75 5TH, B75 5TJ, B75 5TP, B75 5TQ, B75 5TR, B75 5TS, B75 5TT, B75 5TU, B75 5TW, B75 5TY, B75 5UB, B75 5UD, B75 5UE, B75 5UF, B75 5UG, B75 5UH, B75 5UJ, B75 5UL, B75 5UN, B75 5UP, B75 6JL, B75 6NX, B75 6NY, B75 6NZ"
"E01022193","8 Suburban living","8a Affluent communities",86,75,88,"47301",2.5,"Urban city and town",55.6541019955654,65.2048192771084,"GL7 1AD, GL7 1TF, GL7 1TG, GL7 1TQ, GL7 1TX, GL7 1TY, GL7 1UF, GL7 1UG, GL7 1UH, GL7 1UJ, GL7 1UN, GL7 1UQ, GL7 1WB, GL7 1WD, GL7 1WY, GL7 6JP"
"E01020421","2 Countryside living","2a Ageing rural neighbourhoods",82,77,88,"43336.5",2.5,"Urban city and town",76.5917602996255,64.084,"BH216FA, BH216FB, BH216QF, BH216QQ, BH216QR, BH216QS, BH216QW, BH216ST, BH216SU, BH216US, BH220HZ, BH220JF, BH220JG, BH220JR, BH220JX, BH220LD, BH220LF, BH220LH, BH220LJ, BH220LL, BH220LN, BH220LP, BH220LR, BH220LS, BH220LT, BH220LU, BH220LW, BH220LX, BH220LY, BH220LZ, BH220NA, BH220NB, BH220ND, BH220NF, BH220NH, BH220NL, BH220NN, BH220NP, BH220QL, BH220QN, BH220QW"
"E01022850","8 Suburban living","8a Affluent communities",81,70,88,"55489",2.3,"Urban city and town",60.3423680456491,64.353125,"GU526AE, GU526AG, GU526JE, GU526JF, GU526JG, GU526JH, GU526JJ, GU526JL, GU526JN, GU526JQ, GU526JW, GU526LX, GU528BF, GU528BW, GU528BX, GU528BY, GU528BZ, GU528DA, GU528DB, GU528DD, GU528DE, GU528DF, GU528DL, GU528DY, GU528DZ, GU528EQ, GU528EW, GU528JA, GU528JS, GU528JT, GU528JU, GU528JZ, GU528UG, GU528UH, GU528UJ, GU528UL, GU528UN, GU528UP, GU528UQ, GU528UW, GU528UY, GU528UZ, GU528XE, GU528XF, GU528XG, GU528XQ"
"E01024939","8 Suburban living","8b Ageing suburbanites",80,86,88,"39893",2.5,"Urban city and town",75.5267423014587,71.9819004524887,"PR7 3AX, PR7 3AY, PR7 3AZ, PR7 3BW, PR7 3BX, PR7 3EY, PR7 3EZ, PR7 3FJ, PR7 3FN, PR7 3FP, PR7 3FR, PR7 3FS, PR7 3FT, PR7 3FU, PR7 3HD, PR7 3HE, PR7 3JG, PR7 3JP, PR7 3JQ, PR7 3JS, PR7 3JT, PR7 3JU, PR7 3JX, PR7 3JZ, PR7 3LA, PR7 3LS, PR7 3NP, PR7 3NR, PR7 3NS, PR7 3NT, PR7 3NU, PR7 3PU, PR7 3PW, PR7 4AA, PR7 4AB, PR7 4AD, PR7 4AE, PR7 4AG, PR7 4AJ, PR7 4AP, PR7 4AQ, PR7 4AS, PR7 4AT, PR7 4BU, PR7 4BX, PR7 4BY, PR7 4BZ, PR7 4DA, PR7 4DZ"
"E01031645","8 Suburban living","8c Comfortable suburbia",80,74,88,"68275",2.6,"Urban city and town",54.9918166939444,66.0178571428571,"RH125FW, RH125NY, RH125NZ, RH125PB, RH125PD, RH125PE, RH125PF, RH125PL, RH125PN, RH125PR, RH125PS, RH125PT, RH125QN, RH125QQ, RH125QS, RH125QW"
"E01024316","3 Ethnically diverse professionals","3b Asian traits",76,73,88,"52916.5",2.7,"Urban major conurbation",56.4356435643564,74.0755148741419,"DA117AA, DA117AD, DA117BB, DA117BF, DA117BG, DA117BJ, DA117BQ, DA117BU, DA117DH, DA117DJ, DA117EX, DA117FA, DA117HS, DA117HT, DA117HU, DA117JE, DA117NL, DA117NP, DA117NR, DA117NS, DA117NT, DA117NU, DA117NX, DA117NY, DA117NZ, DA117PA, DA117PB, DA117PE, DA117PF, DA117RF, DA117RG, DA117RJ, DA117RL, DA117RQ, DA117RW, DA117RX, DA117RZ, DA125BF, DA125BL, DA125DX, DA125EG, DA125EH, DA125EJ, DA125EL, DA125EN, DA125EQ, DA125EW, DA125EY, DA125EZ, DA125UR"
"E01028469","8 Suburban living","8b Ageing suburbanites",73,76,88,"35157",2.6,"Urban city and town",100,63.9007936507937,"OX262BX, OX262BZ, OX262DH, OX262DJ, OX262DQ, OX262EE, OX262EH, OX262EJ, OX262FA, OX262FB, OX262FD, OX262FJ, OX262HB, OX262HD, OX262LU, OX262NN, OX262XA, OX262XB, OX262XE, OX262XH, OX262XJ, OX262XL, OX262XN, OX262XT, OX262XU, OX262XW, OX262XX, OX262XZ, OX262YA, OX262YB, OX262YD, OX262YE, OX262YF, OX262YG, OX262YH, OX262YJ, OX262YL, OX262YN, OX262YP, OX262YQ, OX262YR, OX262YS, OX262YU, OX262YW, OX262YX, OX262YY, OX262YZ"
"E01025410","8 Suburban living","8b Ageing suburbanites",73,74,88,"48069",2.7,"Urban city and town",100,65.6117021276596,"PR1 0LN, PR1 0NW, PR1 0NY, PR1 0PA, PR1 0PE, PR1 0PJ, PR1 0PR, PR1 0PS, PR1 0PT, PR1 0SE, PR1 0XF, PR1 0YE, PR1 0YH, PR1 0YJ, PR1 0YQ"
"E01005574","8 Suburban living","8c Comfortable suburbia",98,90,87,"46163",2.5,"Urban major conurbation",81.4055636896047,63.9523809523809,"OL115AS, OL115DZ, OL115NX, OL115PN, OL115PP, OL115PR, OL115PS, OL115PT, OL115PU, OL115PW, OL115QB, OL115QL, OL115QS, OL115QT, OL115QU, OL115QX, OL115QY, OL115RB, OL115RH, OL115RJ, OL115RL, OL115RN, OL115RP, OL115RQ, OL115SE, OL115SF, OL115SG, OL115SH, OL115SJ, OL115SQ, OL115SZ, OL115TR, OL115WX, OL115XD, OL115XJ, OL115XR, OL115XS, OL115XT, OL115YA, OL115YB, OL115YH, OL115YJ, OL115YL, OL115YN, OL115YP, OL115YQ, OL115YT, OL115YW, OL127QE"
"E01028710","8 Suburban living","8a Affluent communities",91,79,87,"66270",2.4,"Urban city and town",100,71.6112266112266,"OX2 9GG, OX2 9GZ, OX2 9HR, OX2 9HS, OX2 9HT, OX2 9HY, OX2 9HZ, OX2 9JA, OX2 9JG, OX2 9JH, OX2 9JP, OX2 9JQ, OX2 9JR, OX2 9PD, OX2 9PG, OX2 9PH, OX2 9PJ, OX2 9PL, OX2 9PQ, OX2 9PR, OX2 9PS, OX2 9PT, OX2 9PU, OX2 9PW, OX2 9PX, OX2 9QA, OX2 9QB, OX2 9QJ, OX2 9QN, OX2 9QP, OX2 9QR, OX2 9QS, OX2 9QW, OX2 9RF, OX2 9RG, OX2 9RJ, OX2 9RL, OX2 9RQ, OX2 9RW, OX2 9RX, OX2 9SS"
"E01020970","8 Suburban living","8c Comfortable suburbia",88,87,87,"50601.5",2.7,"Urban city and town",58.8642659279778,65.9365384615385,"TN377BG, TN377BH, TN377BJ, TN377BL, TN377BN, TN377BP, TN377BS, TN377BW, TN377BZ, TN377FA, TN377FD, TN377GD, TN377NR, TN377NT, TN377NY, TN377PP, TN377PQ, TN377QG, TN377QL, TN377QN, TN377QP, TN377QR, TN377QS, TN377QT, TN377QU, TN377QW, TN377QX, TN377SQ, TN377TA, TN377TB, TN377TD, TN377TE, TN377TG, TN377TH, TN377TJ, TN377TL, TN377TN, TN377TQ, TN377TR, TN377TS, TN377TT, TN377TU, TN388BQ, TN388BS, TN388BW, TN388EF, TN388EL, TN388EN, TN388EP, TN388EQ, TN388ER, TN388ES, TN388ET, TN388EU, TN388EW, TN388EX, TN388EY, TN388EZ, TN389AG, TN389PP"
"E01031300","8 Suburban living","8a Affluent communities",88,83,87,"54739",2.4,"Urban city and town",87.6901798063624,65.5406976744186,"CV8 2DG, CV8 2DZ, CV8 2EA, CV8 2EB, CV8 2EE, CV8 2EF, CV8 2EL, CV8 2EN, CV8 2EP, CV8 2EQ, CV8 2ER, CV8 2ES, CV8 2ET, CV8 2EU, CV8 2EW, CV8 2EX, CV8 2FD, CV8 2FF, CV8 2FG, CV8 2FJ, CV8 2FL, CV8 2FN, CV8 2FP, CV8 2FS, CV8 2HW, CV8 2HX, CV8 2JS, CV8 2JZ, CV8 2LA, CV8 2NE, CV8 2RY, CV8 2SG, CV8 2SY, CV8 2TN, CV8 2TP, CV8 2TT, CV8 2TW, CV8 2UN, CV8 2UQ, CV8 2US, CV8 2XG, CV8 2XJ, CV8 2XN, CV8 2XQ"
